P4,O2,P8,T8,C4,Cz,Fz,F4,Fp2,F8,Fp1,F7,F3,C3,T7,P7,P3,O1,Pz
0.489432623,-4.36263884,10.06598109,0.594085325,-5.278063234,-7.266031939,7.254259712,3.43148195,10.09568239,23.10072104,8.276577022,4.053056613,5.454123953,-11.59454575,-0.822490956,-20.318613,-17.50160267,-0.283817123,30.71087498
2.769583721,-3.956973093,11.68027618,2.075072931,-5.687365334,-6.677028655,8.525723589,3.453233845,7.515258159,23.57872172,9.142923435,0.278951958,4.131828529,-11.88000151,-5.315391966,-20.86415975,-14.56445648,1.475796546,34.56805508
7.266226235,-1.442791201,13.62880795,4.387142395,-3.964827212,-5.74203155,8.987968503,3.941774322,5.140613853,20.53592793,10.24414475,-5.338879035,2.121611223,-11.65994512,-10.29880956,-19.44836662,-10.11666097,6.393066386,39.4060858
13.13685527,2.320267886,15.38053358,6.227201413,-0.906139223,-4.62274379,8.531386575,4.7249459,3.648180769,14.8807501,10.9546012,-9.284620654,0.773384188,-10.79210745,-13.18106478,-16.49704802,-4.917152187,12.73250481,44.15379217
19.12414282,5.978996686,16.54988645,6.747317595,2.213105811,-3.461063419,7.77643242,5.271685943,3.034382931,9.008901208,11.14063811,-9.126436528,0.956384315,-9.186884146,-12.43146547,-12.69010846,0.142000684,18.34672245,47.9730212
23.54952317,7.875730409,16.54510078,5.621583712,4.196717164,-2.447106427,7.449502353,4.933271282,2.619940935,4.56253403,11.05781486,-5.027099662,2.484635517,-7.062634806,-8.585283354,-9.070217474,3.953901794,21.24306367,49.96467247
24.71126589,6.577951111,14.46206873,2.79249312,4.315913958,-1.822106543,7.538057607,3.185923897,1.524189881,1.009508576,10.83560212,0.464244584,4.234525318,-4.986361766,-3.883622202,-6.84395443,5.466825185,20.15132404,49.24457286
21.62617021,1.535014318,9.460424665,-1.746915545,2.40384538,-1.774252179,7.066519173,-0.183936905,-0.748226526,-3.560358958,10.1164475,4.127421887,4.880120468,-3.59780896,-0.803188604,-6.866689276,4.232167849,14.93416707,45.4672698
14.68414948,-6.53549928,1.429594013,-7.890132539,-1.242090732,-2.297936201,4.81843389,-4.958905501,-4.074662238,-10.17682618,8.246452116,4.089920227,3.746043306,-3.198513451,-0.535240583,-9.129615925,0.823271538,6.669891082,39.34235284
5.70409962,-15.81253731,-8.551003388,-15.14872426,-5.982363072,-3.144791067,0.475609591,-10.44377364,-7.962761279,-17.44903191,4.89290824,0.825441692,1.215494097,-3.534512337,-2.466190818,-12.64593024,-3.281917872,-2.66797119,32.58151186
-2.794334424,-24.03498109,-18.38102199,-22.48378632,-10.92028993,-3.938345607,-4.785019628,-15.53679288,-11.93345119,-22.27980305,0.564025175,-3.411437961,-1.538438417,-3.973151473,-4.912535071,-15.87992767,-6.397562899,-10.83569376,27.14868299
-8.760934414,-29.31797864,-25.74979387,-28.48117407,-15.02411074,-4.394142075,-8.800067335,-18.96484628,-15.56899264,-22.25821564,-3.429087715,-6.178103841,-3.264484232,-3.967196612,-6.422218053,-17.47999859,-7.506929591,-16.0048137,24.27694029
-11.54256246,-30.72914139,-29.14817254,-31.82757154,-17.37183024,-4.492737985,-9.70176758,-19.65954633,-18.1502544,-17.55480624,-5.574762789,-6.310546465,-3.291787848,-3.465130913,-6.618190403,-16.87209592,-6.759587224,-17.2454895,23.93862979
-11.99783516,-28.42522321,-28.47872212,-31.79317568,-17.47380307,-4.477102023,-7.015389949,-17.14809493,-18.35832248,-10.57417429,-4.896241258,-4.336137079,-1.744163295,-2.958989243,-6.051817481,-14.39419412,-5.280615168,-14.66157641,25.11453045
-11.73885743,-23.40278423,-24.90621089,-28.42516106,-15.48692339,-4.672638731,-1.788878319,-11.78046834,-14.64176616,-3.710581522,-1.330829736,-1.734728878,0.725060019,-3.134062639,-5.391085198,-10.98111782,-4.447852766,-9.195642932,26.60282672
-11.99440905,-17.04848459,-20.06637164,-22.38651183,-12.13734231,-5.255843899,4.22353929,-4.671448814,-6.317151809,2.635347723,4.402463255,0.254913106,3.390216608,-4.378176273,-4.75716834,-7.671232615,-5.113981338,-2.232258871,27.75208982
-12.80450391,-10.65632298,-15.12920945,-14.62085099,-8.344773752,-6.125990626,9.576364648,2.62404529,5.318923084,9.816180794,11.19948987,1.377940602,5.752353807,-6.494731869,-3.768725893,-5.223377969,-7.211767,4.852422321,28.66291023
-13.00168958,-5.017294707,-10.25613868,-6.079421177,-4.759447972,-6.948095522,13.56226977,8.555736247,16.89201343,18.6126769,17.86657387,2.207251345,7.532235756,-8.792874454,-2.141624314,-3.955923369,-9.865838562,11.07617382,29.88696152
-10.91387594,-0.18189068,-4.708041547,2.399596258,-1.501732678,-7.312930268,15.90120553,11.9651607,24.30490134,27.07182044,23.18371213,3.357499507,8.483066634,-10.45401996,-0.186273631,-3.750917686,-11.82186106,16.07539121,32.00994261
-5.307057566,4.476143959,2.526788071,10.1409021,1.7391873,-6.900373628,16.22183122,12.30889258,24.8718388,30.86783631,25.92765096,4.766661176,8.272386662,-10.91319886,1.313171278,-4.147295455,-11.91514214,20.08605538,35.45059957
3.969088358,9.82152648,11.96369221,16.71192836,5.338372169,-5.570327634,13.98906533,9.712210537,18.82142585,26.40501765,25.12750861,5.603522502,6.580826846,-10.04523395,1.727916873,-4.531989636,-9.426072767,23.65052724,40.46502956
15.89086209,16.26956786,23.09442702,21.99904205,9.362403283,-3.386954339,9.011094401,4.89689181,9.077589829,14.29369768,20.57109289,4.824563025,3.349937511,-8.126827392,1.10458675,-4.462686522,-4.320234678,27.14321343,47.09709985
28.62275882,23.20911341,34.31474602,26.1312743,13.42711388,-0.622594892,2.018679811,-0.990461552,-0.560421066,0.125030812,13.22757588,1.919003658,-1.029032917,-5.686558831,0.050091362,-4.033438809,2.615023173,30.35062116,54.92066603
40.04526677,28.95545614,43.31821966,29.17482639,16.83750083,2.245645603,-5.332096814,-6.64982448,-7.549361086,-8.573924736,5.1522133,-2.699074157,-5.751930571,-3.355887652,-0.935977467,-4.031155519,9.824483624,32.38358966,62.76016541
48.22446684,31.40467426,47.82187402,30.75761839,18.87602592,4.592862287,-11.1866273,-10.97202461,-11.57351055,-7.23441413,-1.265710382,-7.865445075,-9.858567631,-1.740907701,-2.041128388,-5.638720862,15.35802193,32.05554782,68.77872635
51.77409695,29.11496435,46.39785865,29.96367611,19.05501405,5.808776365,-14.43122281,-13.35278261,-13.84257097,2.622337886,-4.364896487,-12.19778993,-12.55210498,-1.272250743,-4.020754822,-9.712520431,17.55028139,28.57734841,71.12702555
50.15280309,22.20139715,39.1230558,25.74192519,17.23908774,5.541474366,-15.11218301,-13.82625519,-15.51043802,14.39382233,-3.951434115,-14.59565553,-13.40698895,-2.031805541,-7.389955052,-16.03375293,15.74111337,22.17555094,68.87487309
43.87551222,12.47270004,27.7518143,17.70523132,13.66280938,3.898991256,-14.04466286,-12.92725784,-16.59943593,20.7797085,-1.245992189,-14.47212624,-12.40142602,-3.648861702,-11.60444044,-23.0826507,10.62836067,14.22691283,62.61494548
34.49867558,2.675538922,15.23682641,6.818177673,8.902656482,1.460313222,-12.01804189,-11.3472377,-16.23914539,18.27565392,1.920921529,-11.76439973,-9.83577516,-5.386291397,-15.00839468,-28.61458615,3.987188454,6.764439329,54.26465181
24.23250248,-4.739642318,4.692433234,-4.585887485,3.801532357,-0.957031241,-9.316284181,-9.59147854,-13.83078829,8.644415521,4.141051098,-6.90182884,-6.233880408,-6.437883671,-15.73015297,-30.76595847,-2.136383568,1.595799048,46.132034
15.2094289,-8.633532499,-1.79286601,-13.64599474,-0.715547382,-2.665878514,-5.921576413,-7.849840284,-9.973745819,-3.236298271,5.051903141,-0.794909521,-2.262102944,-6.297310582,-12.90320693,-28.99591029,-6.309632302,-0.474683373,39.83255868
8.69167082,-9.444980533,-3.934540243,-18.28558716,-3.955285706,-3.404684243,-2.095824633,-6.136091945,-6.278518797,-12.99581036,5.235820249,5.282963699,1.373994816,-4.97824779,-7.272802503,-24.2368037,-8.181768475,0.110355704,35.7276671
4.628267604,-8.666044012,-3.21701979,-18.24147345,-5.786323638,-3.388468693,1.326892999,-4.544093024,-4.233159041,-18.95991351,5.574770079,10.06466373,4.093438529,-2.949193289,-0.70728558,-18.17402392,-8.333189274,2.050828471,33.14815454
1.839180941,-7.934481642,-2.061517056,-15.17879155,-6.767255364,-3.104067292,3.314379352,-3.379151604,-4.135963641,-21.66842327,6.558198302,12.82423268,5.620266675,-0.840336784,5.004529133,-12.19968971,-7.704060375,3.934520087,31.11181297
-1.235579387,-8.286288649,-2.647002965,-11.80589356,-7.906383294,-3.000222074,3.389167523,-3.030178711,-5.016890942,-21.91268278,7.991740779,13.72935886,6.063020045,0.870576457,9.143554298,-6.794308172,-7.018203388,4.890330902,28.98253208
-5.616110488,-9.892593712,-5.998091946,-10.50080031,-10.10653493,-3.270029813,2.064550743,-3.671106182,-5.562748282,-19.52735936,9.227047856,13.66916697,5.804631165,2.000407126,12.13289718,-1.712956723,-6.517801965,4.828510485,26.7035643
-11.1898564,-12.24920714,-11.7398644,-12.21700441,-13.59004332,-3.830674742,0.515905839,-5.035488384,-5.179403751,-14.05556823,9.68641113,13.5774273,5.24775916,2.595065532,14.77018588,3.308183486,-6.034379398,4.250704413,24.64196284
-16.74929504,-14.55799845,-18.49106842,-16.21180452,-17.66895057,-4.456466004,-0.271800254,-6.464220256,-4.257959374,-6.341721103,9.311205717,13.72524457,4.591863148,2.780386611,17.36732491,8.011624887,-5.200502435,3.863934202,23.32990842
-20.60032093,-16.05119083,-24.53267316,-20.62569178,-21.03978417,-4.933426984,-0.146542959,-7.216265588,-3.489562168,0.907967844,8.66499691,13.58020749,3.818596654,2.681722744,19.54329638,11.74350167,-3.613044379,4.270417558,23.30891891
-21.38075195,-16.17421263,-28.36264486,-23.48841559,-22.45007976,-5.131874422,0.338197212,-6.829986684,-2.958158506,4.577121814,8.654921148,12.42650957,2.902899153,2.451783404,20.77463248,14.1247202,-0.926183807,5.847049733,25.0353154
-18.66139597,-14.68283465,-28.98632573,-23.59055731,-21.33706258,-4.992219513,0.680158631,-5.295091808,-1.918430813,3.554156808,10.0414149,10.27965255,2.064070854,2.312330283,21.10989238,15.62853905,3.024252647,8.736268793,28.69253474
-13.0753827,-11.72022372,-26.0461202,-20.84813426,-18.05826586,-4.492579674,1.081709592,-2.959091901,0.508192044,-0.078242365,12.99329687,8.271327299,1.800612815,2.494445401,21.31352148,17.45419492,8.019814777,12.8081824,33.90748933
-5.9948805,-7.854216274,-19.9356707,-16.11636169,-13.60837364,-3.655974653,2.339251606,-0.300233444,4.370587066,-2.384601101,16.90620552,8.008959737,2.601343072,3.076007333,22.23484081,20.66038419,13.30748363,17.55750446,39.61030248
1.0242859,-3.989609612,-11.86677656,-10.66564165,-9.04919032,-2.58574053,5.003293617,2.229826632,8.576938722,-0.570126196,20.57833325,10.25392277,4.499276801,3.851231349,23.9234623,25.17251976,17.7079884,22.05505607,44.31141085
6.768143546,-1.10438592,-3.680492631,-5.617309958,-5.035855011,-1.468473044,8.547801689,4.209682077,11.56227234,4.792988185,22.67838676,13.94695229,6.816220791,4.383662472,25.28987779,29.4577434,20.0615684,25.12250312,46.78738105
10.68495088,0.126921846,2.747265668,-1.574436903,-1.705243235,-0.506973935,11.35612761,5.202627428,12.36648905,10.20016452,22.30135642,16.50770961,8.36514765,4.255719232,24.68887225,31.20403304,19.81176203,25.77053957,46.78264697
12.94470695,-0.345594541,6.342901988,1.447340662,1.091732743,0.181315406,11.67331593,4.836466569,11.19173681,12.00578904,19.35099968,15.41579343,8.06282192,3.347946181,21.03798399,28.59750173,17.34616247,23.71754381,45.20923254
14.26287008,-1.864974422,7.434765755,3.820429398,3.464094605,0.616742014,8.845124551,3.054989788,9.006923577,9.281201977,14.56046188,10.01738917,5.582429145,1.925240351,14.62189693,21.34932885,13.81539551,19.66433321,43.62676596
15.55199906,-3.31529586,7.628418369,5.975920136,5.328801344,0.907536931,3.87917847,0.36906522,6.648762579,4.399285561,9.146874883,2.177135151,1.601077664,0.4430438,6.963939767,10.81853937,10.49712783,15.07599896,43.30452341
17.49868245,-3.635722504,8.873802295,8.127422657,6.515861957,1.132596098,-1.125867847,-2.164397316,4.296216739,0.939220909,4.293239186,-4.836589632,-2.549705236,-0.786732913,-0.126897191,-0.765567889,8.10396972,11.49770527,44.48635857
20.20802504,-2.39044311,12.20790986,10.18273491,6.989525126,1.258597247,-4.26147244,-3.36459656,1.766638592,0.751701512,0.733614764,-8.510886027,-5.613799657,-1.803155692,-5.600783788,-11.38356312,6.48586107,9.738901449,46.32860412
23.07788699,-0.116305576,16.96103183,11.84735473,6.958829249,1.172487131,-4.866371993,-2.576751698,-0.781821921,2.658961001,-1.374291741,-8.71550605,-7.042633642,-2.900405606,-9.546077381,-19.91793347,4.896754574,9.388859891,47.48129593
25.00342717,1.77132994,20.98310093,12.79045859,6.759380612,0.812879548,-3.671707784,-0.150337418,-2.602278389,3.777909859,-2.304935636,-7.572475156,-7.135609064,-4.297005165,-12.70935574,-26.1789657,2.59469239,8.970211479,46.84354917
24.85981587,1.543822579,21.79860026,12.71491176,6.59141907,0.290973416,-2.093337851,2.60535231,-2.98312304,2.177953733,-2.522235201,-7.679327049,-6.658703098,-5.840254631,-15.6346545,-30.50971863,-0.668828359,6.676387078,43.98688289
22.04198931,-2.029770094,17.98221916,11.28873156,6.329687241,-0.113803943,-1.327243683,4.024525231,-2.220190383,-1.500945284,-2.512387609,-10.08034369,-6.274426777,-7.003357735,-18.14158817,-33.41806287,-4.585394739,1.295236881,39.09180896
16.7756632,-9.032969191,9.908262347,8.069344411,5.576415945,-0.104867928,-1.889456586,2.920303678,-1.893859368,-4.83712949,-2.730709435,-13.57210926,-6.204730514,-7.206650052,-19.51826446,-35.46269322,-8.614114044,-7.185590445,32.64562404
10.02621661,-18.28787692,-0.534854185,2.620054662,3.947294319,0.431602764,-3.72544262,-0.825425522,-3.897216242,-6.02482222,-3.565896749,-15.85217377,-6.311489819,-6.231768808,-19.19802507,-37.25439153,-12.36510535,-17.59524337,25.25778454
3.071666309,-27.87118427,-10.98207303,-5.118810046,1.401932713,1.324017958,-6.52298593,-6.23257924,-8.812176082,-5.676775467,-5.221133715,-15.53030296,-6.425960771,-4.409611763,-17.32190569,-39.30047274,-15.70595531,-28.14387102,17.71501317
-2.984591857,-35.9697529,-19.65345587,-14.40509844,-1.612480816,2.192632177,-9.830268657,-11.72062141,-15.00864206,-6.392633026,-7.541412002,-13.33205514,-6.581684895,-2.424018414,-14.72832733,-41.63973468,-18.51748985,-37.15095086,11.08820278
-7.4630471,-41.55514927,-25.81034034,-23.58503004,-4.315067936,2.662405419,-12.95805268,-15.81425384,-19.44572821,-10.45250465,-9.947571363,-11.50325548,-6.938458039,-0.861174714,-12.39986897,-43.54921658,-20.33501905,-43.51148655,6.628008876
-10.01619672,-44.47429216,-29.49476727,-30.55055183,-5.959318077,2.573132574,-14.98829392,-17.68704528,-19.79152583,-17.65409735,-11.62243303,-11.91545715,-7.495995613,0.171264749,-10.81882152,-43.69087334,-20.2249314,-46.71100296,5.403802572
-10.36871645,-44.97334904,-30.95834494,-33.64226075,-6.199190107,2.054186287,-15.1409719,-17.34064514,-16.27007633,-25.18889487,-11.91389118,-14.44499919,-7.904679307,1.078004003,-9.719304939,-40.77091607,-17.08643697,-46.53852461,7.915119846
-8.205768487,-43.10099563,-30.32022893,-32.50414699,-5.248128724,1.425199211,-13.32879216,-15.44271969,-11.68536134,-29.68526576,-10.71592018,-16.96519118,-7.601697113,2.435009549,-8.387306972,-34.3402545,-10.26395313,-42.84149002,13.95057546
-3.405215693,-38.5355752,-27.69008826,-28.33007639,-3.759743989,0.993402383,-10.39910257,-12.97559244,-9.444259954,-29.69396479,-8.547717392,-16.9527895,-6.20342275,4.511506167,-6.245085837,-25.17177453,-0.126316728,-35.58250733,22.7404536
3.504354053,-31.03712322,-23.5396593,-23.27972694,-2.517842363,0.870419584,-7.707746676,-10.84700754,-11.02732029,-26.55115217,-6.236789406,-13.38726677,-3.833523626,6.985912222,-3.277382685,-14.91296141,11.74140872,-25.16678661,33.18647148
11.04828893,-21.17906315,-18.88308595,-19.3720298,-2.108154346,0.905107567,-6.220666777,-9.562385084,-14.87313982,-22.9787205,-4.394712139,-7.41427051,-1.090355203,9.050778361,-0.01220416,-5.240514612,22.89296643,-12.73774949,43.93892816
17.05416381,-10.69931479,-14.99466605,-17.51039495,-2.719140297,0.757782088,-5.808183619,-9.035940059,-17.56325027,-20.70129481,-3.032338492,-1.307115641,1.351890114,9.843614269,2.89525479,2.894030206,30.81138508,-0.101575274,53.3558982
19.49471548,-2.016145803,-12.79162807,-17.20270941,-4.124874855,0.07400425,-5.324191802,-8.623154158,-16.36715613,-19.12214935,-1.565236737,3.322818679,3.200760676,8.938229164,5.162729438,9.441399513,33.81737181,10.8183607,59.64243892
17.52872084,2.928980039,-12.30725097,-17.07896368,-5.812609035,-1.320006567,-3.458877482,-7.418614138,-11.13304527,-16.10559756,0.814396157,6.544008162,4.691510617,6.607191434,7.118927616,14.84121695,31.71521889,18.74481052,61.40781862
12.10249283,3.767948726,-12.64627277,-15.81577612,-7.180161948,-3.284129511,0.279807428,-4.74048193,-4.084766155,-10.0859079,4.659297047,9.563407093,6.301289932,3.715184743,9.515769759,19.44282329,25.88612854,23.56925407,58.4693686
5.651843444,1.945218842,-12.48972902,-12.88812354,-7.739949645,-5.360101724,5.20954916,-0.577482576,2.168227442,-1.654900951,9.966088243,13.21895231,8.268127139,1.31685202,13.01285162,23.22790274,18.75023208,26.27606797,52.32191352
0.965996003,-0.155761296,-10.85210667,-8.771248287,-7.288408841,-6.921290104,9.974878829,4.265803151,6.646850314,6.665199678,16.15976257,16.92119386,10.31253158,0.183047676,17.62467996,25.95017534,12.78777153,28.26658604,45.71693086
-0.188080373,-0.679612815,-7.644168469,-4.607125124,-6.001690685,-7.433546914,13.43853902,8.449641568,10.33720833,12.15289194,22.27131001,19.01981879,11.78758398,0.495182366,22.45769964,27.40809255,9.534908293,30.4612097,41.35858317
2.103781503,0.59777535,-3.734426527,-1.630174338,-4.4092443,-6.712729814,15.22339959,10.67830795,14.64068913,13.59691174,27.16123921,18.27321086,12.1255974,1.839739564,25.9342879,27.49347674,9.026417369,32.70958391,40.43687583
6.092992581,2.253275671,-0.504617889,-0.664789192,-3.213249785,-5.037840257,15.54485122,10.26261113,19.40209962,11.64577612,29.74282468,15.0945376,11.21244491,3.473480045,26.45861417,25.96611287,9.969729438,33.86111121,41.98450845
9.437742815,2.266640492,0.842405475,-1.847255745,-2.987634631,-3.03673651,14.64297081,7.370861913,22.38202221,7.776051011,29.2661554,11.4253819,9.404282676,4.69839239,23.22962401,22.27537864,10.55790209,32.45330466,43.56604566
10.48666575,-0.601154664,-0.128634723,-4.580182741,-3.880375214,-1.38960829,12.46631205,2.88655276,20.82176334,3.056971814,25.68455067,9.294331097,7.224075781,5.145448036,16.77989485,15.79428344,9.464244735,27.61072863,42.88437099
9.018728586,-6.019957039,-2.868433467,-7.699724471,-5.488570524,-0.516015243,8.964941282,-1.969487431,13.92500879,-2.098096293,19.94842319,9.289340965,5.046121378,4.833507292,8.911321132,6.458945064,6.448571058,19.63259322,39.21662455
6.068477054,-12.35361224,-6.083185235,-9.855558589,-7.017117967,-0.432257097,4.699782755,-6.008196941,4.186987219,-7.116079567,13.94247024,10.2679968,3.053874068,4.00714413,1.995200682,-4.661925757,2.24974631,9.941899063,33.71006159
3.06084206,-17.69882729,-8.317492962,-10.04311922,-7.675899199,-0.856896717,1.085353867,-8.294885883,-3.686410486,-10.45354516,9.891380938,10.55086621,1.465191262,2.887567523,-2.044148114,-15.44897541,-2.095123723,0.446376592,28.40753368
0.884373316,-20.94306093,-8.612538328,-8.076288737,-7.107136029,-1.472299156,-0.157624764,-8.259948946,-5.644348262,-9.936135402,9.403710945,9.532186859,0.733412574,1.51483593,-2.548186381,-23.61752724,-5.989735488,-7.305998365,24.79024976
-0.505413048,-22.16647148,-6.921020559,-4.699539334,-5.583945736,-2.144455298,1.942203372,-5.7992035,-0.879117519,-4.298377292,12.66172745,8.261463985,1.429546435,-0.214454146,-0.326553228,-27.89940383,-9.548007761,-12.69748319,22.91833886
-1.781238954,-22.23954212,-4.058514496,-1.179923024,-3.842394228,-2.946600012,6.85042155,-1.373794408,7.762134499,5.295024256,18.29494015,8.45509111,3.813458152,-2.356336369,2.83867072,-28.68253179,-13.23508224,-16.04506488,21.71681642
-3.557683788,-22.02404689,-1.209510509,1.430126694,-2.641317396,-3.994075726,12.72948297,4.014667223,15.81042877,15.21334477,24.09809317,10.80803988,7.443610566,-4.735585662,5.096168778,-27.59606796,-17.20632743,-18.10105661,20.04867613
-5.866442597,-21.7865079,0.723838976,2.86599917,-2.331964575,-5.250449968,17.52784095,9.103262194,20.11528168,21.19185069,28.19710865,14.1432574,11.22757884,-6.929360437,5.360063032,-26.30693915,-20.90790667,-19.41738911,17.66145287
-8.160253501,-21.19268621,1.519887944,3.609881,-2.721105847,-6.483020323,20.17117376,12.85437015,20.56538548,20.87189696,29.93581941,16.24051037,13.98983633,-8.455625719,3.688667825,-25.41434493,-23.30411113,-20.00840779,15.29352708
-9.790246771,-19.7958677,1.521030506,4.223111059,-3.309673346,-7.41254901,20.98303535,14.88322669,19.48638663,15.2052386,29.92572617,15.70169243,15.18176139,-9.0445774,1.091883321,-24.27224343,-23.60379675,-19.5269591,13.96218933
-10.54900337,-17.59778508,1.102121257,4.568189304,-3.719965197,-7.927621705,21.07666589,15.51531521,19.38886265,7.670395273,29.27755238,13.23128476,15.17672704,-8.79764284,-1.070783513,-21.84890766,-21.94298303,-17.79505633,14.09946508
-10.83842095,-15.25155684,0.151588112,3.608624531,-3.98604042,-8.167686837,21.26575359,15.38682084,20.88588062,1.8970298,28.60566082,11.13255979,14.87527718,-8.110919195,-1.788639167,-17.90648539,-19.46698215,-15.2517115,15.25176949
-11.31874691,-13.75133986,-1.978439025,0.080865255,-4.485582122,-8.383136279,21.37917631,14.8514024,22.30595301,-0.535886041,27.54029021,11.33379738,14.8951073,-7.407513427,-0.880899516,-13.51550731,-17.67027743,-12.90471535,16.5332506
-12.29714043,-13.80355737,-5.934253032,-6.372506729,-5.567864381,-8.67418629,20.48139424,13.64701994,21.13264649,-0.597216303,25.08905325,13.58275876,14.9900431,-6.86091792,0.948578977,-10.4365298,-17.3992565,-11.71609443,17.3984493
-13.32515681,-15.28031516,-11.59409533,-14.47567494,-7.173578833,-8.830358012,17.74716175,11.11848515,16.04265019,-0.463336926,20.55319422,15.41311123,14.20188048,-6.29672094,2.522784971,-9.802467072,-18.20011825,-11.7966594,18.08683322
-13.34015963,-17.11366579,-17.67803971,-21.65844985,-8.757677126,-8.430504359,13.24795527,6.871724899,7.993151757,-1.596982711,14.30032276,14.05724158,11.67846026,-5.332448907,2.89956696,-11.10993783,-18.4923995,-12.01076398,19.41438524
-11.30042118,-17.74151557,-22.12658806,-25.35187655,-9.595667427,-7.159475188,8.048982399,1.372647237,-0.344277096,-3.782811853,7.815337854,8.821945541,7.536963922,-3.654372456,2.01480001,-12.32470931,-16.50350346,-10.39531369,22.12622392
-6.902274749,-15.9022496,-23.09413763,-24.38353059,-9.251758587,-5.112745209,3.612616069,-4.002473474,-6.243527173,-5.69983402,2.987133844,1.96190647,3.070170232,-1.25235184,0.84726445,-11.08785237,-11.39048371,-5.265610255,26.32691118
-0.889569292,-11.36072387,-19.93039043,-19.49884005,-7.852666256,-2.847299575,1.025138822,-7.576659189,-8.412212223,-6.301629109,1.128062347,-2.76688972,0.072948903,1.517511277,0.89294717,-6.210444357,-3.849615226,3.632811531,31.37089383
5.269396644,-5.153128669,-13.49929297,-12.67570454,-5.956684977,-1.114009668,0.600033499,-8.265103461,-7.340327628,-5.716117879,2.373240262,-2.823089744,-0.260058576,4.05244624,3.157735725,1.538596686,4.154056347,14.68137672,36.20315545
10.13771699,0.820995721,-5.647299873,-5.807089239,-4.124226908,-0.439930717,2.006881147,-6.155126276,-4.49363318,-4.954853341,5.788575417,1.24367831,1.921791616,5.719330843,7.27615796,9.815790433,10.3531495,25.00147088,39.84278922
13.01188197,4.668418641,1.769430899,0.227280939,-2.532084735,-0.839148121,4.638640414,-2.397626477,-1.158496819,-4.840282222,10.00319258,6.228207813,5.260375059,6.065869687,11.41539135,15.91722992,13.25250197,31.79302495,41.70610434
14.13383658,5.363484206,7.619395349,5.45880631,-0.936131093,-1.836108889,7.839478769,1.477749468,2.149998236,-5.214125822,13.86719012,8.661647383,8.068188612,4.965276425,13.1866927,18.0064132,12.7113739,33.59195443,41.68464876
14.32383196,3.121274981,11.57080437,9.948479959,0.998781184,-2.763818361,10.88897823,4.332371447,5.399548963,-5.153003276,16.72539581,7.269171685,9.291746151,2.670790446,11.08715228,15.67893466,9.780754999,30.70826112,40.08085451
14.3363695,-0.90579385,13.64508359,13.03493325,3.287640491,-3.121778487,12.95897916,5.788103525,8.314480767,-3.955346956,18.27100277,3.597804755,8.902534268,-0.23803456,5.530575174,9.741897865,5.996123763,24.67470294,37.50735966
14.39940046,-5.376997365,13.7768715,13.48510048,5.490980607,-2.770748354,13.29858695,6.064970555,9.981792031,-1.962831657,18.27551196,0.426397587,7.554818852,-3.033361321,-1.296625809,1.583207583,2.595099932,17.19118805,34.74237251
14.21968588,-9.459421374,11.81582175,10.49763405,6.989555901,-1.88916055,11.63248607,5.551727472,9.236836563,-0.446411304,16.52698729,-0.655066227,5.912313914,-5.113893603,-6.743686291,-7.390534754,0.081529717,9.320217733,32.48383176
13.37228578,-13.04687845,7.932994228,4.69839224,7.455297796,-0.788611615,8.460078253,4.502315929,5.590737875,-0.636817702,13.05353756,-0.501871851,4.225909459,-6.267113953,-9.313047246,-16.02317735,-1.723763486,1.400220975,31.0449933
11.72024928,-16.44112337,2.971974912,-1.821894409,7.126166244,0.249314474,4.930003408,3.047233988,-0.043943905,-2.737736299,8.403862282,-1.525673031,2.436415614,-6.759395435,-9.464709869,-23.46758401,-3.30766197,-6.450909404,30.17714094
9.529661702,-19.81947654,-1.705608677,-6.632796075,6.633999686,1.02421095,2.277575579,1.387363745,-5.505599237,-5.76551771,3.665204227,-5.44714367,0.58345233,-7.153679773,-9.043230209,-29.20845046,-5.065468986,-13.79845732,29.2057114
7.220706598,-22.93343989,-4.889183446,-8.478593356,6.492593876,1.387858821,1.181843196,-0.110474773,-8.482744376,-8.333450097,0.093746285,-11.55345769,-0.941810834,-7.921868833,-9.764376918,-33.09676532,-7.106836839,-19.82345188,27.46323001
4.994492623,-25.2607873,-6.226126008,-8.020784833,6.641400243,1.226675666,1.492418331,-1.059910188,-7.909796271,-9.695732904,-1.452037301,-16.87426804,-1.567766104,-9.086556161,-11.89042431,-35.30359667,-9.3086917,-23.77708716,24.74686023
2.658197357,-26.45806384,-6.397622031,-7.206733498,6.420160426,0.503027225,2.501924057,-1.316402157,-4.705446805,-10.17912835,-0.906754455,-18.1373115,-0.977346499,-10.1514288,-14.06772604,-36.12977678,-11.49775905,-25.55170026,21.4578091
-0.215422572,-26.73182194,-6.598062077,-7.739233213,5.027220022,-0.685964587,3.526149595,-1.087863304,-1.266427605,-10.69076764,1.044403141,-13.99132006,0.613398142,-10.40738843,-14.41068669,-35.77369884,-13.60434224,-25.87130138,18.29409106
-3.942330875,-26.83134404,-7.717020851,-9.840939212,2.138759309,-2.111451977,4.343362643,-0.755583447,0.043446725,-11.7839465,3.411819795,-5.858118325,2.611614635,-9.433743892,-11.98000007,-34.26121004,-15.69599636,-25.92583961,15.71749849
